Race Name,Date,Location,Distance,Latitude,Longitude,OpenCage Note,Formatted,City/Town,Country,Country Code,Confidence Score,State,State Code,Continent
Spring SOMO Timed Trail Race,"Apr 12, 2025","South Orange, NJ (USA)",6h,40.7474966,-74.2635376,ok,"South Orange, Essex County, NJ 07079, United States of America",,United States,us,7,New Jersey,NJ,North America
English's Ridge Rumble,"Apr 12, 2025","Fayetteville, NY (USA)",50k,43.0297887,-76.0043643,ok,"Manlius, Village of Fayetteville, NY 13066, United States of America",,United States,us,7,New York,NY,North America
Long Creek 60k,"Apr 6, 2025","Virginia Beach, VA (USA)",60k,36.8496579,-75.9760751,ok,"Virginia Beach, Virginia, United States of America",Virginia Beach,United States,us,2,Virginia,VA,North America
RRRC Fool's Run Fest,"Apr 5, 2025","Henrico, VA (USA)",50k,37.5131191,-77.3465081,ok,"Henrico County, Virginia, United States of America",,United States,us,2,Virginia,VA,North America
Last Stand Loch Lothian Backyard Ultra,"Apr 5, 2025","Midlothian, VA (USA)",Backyard,37.5062673,-77.649268,ok,"Midlothian, VA 23113, United States of America",,United States,us,7,Virginia,VA,North America
Granogue Games,"Apr 5, 2025","Wilmington, DE (USA)",50k,39.7459468,-75.546589,ok,"Wilmington, Delaware, United States of America",Wilmington,United States,us,7,Delaware,DE,North America
Mt. Toby Ultra,"Apr 5, 2025","Sunderland, MA (USA)",50k,42.4636924,-72.5805642,ok,"Sunderland, MA 01375, United States of America",,United States,us,7,Massachusetts,MA,North America
Eagleton Trail Challenge,"Apr 5, 2025","Lock Haven, PA (USA)",50k,41.1369077,-77.4471641,ok,"Lock Haven, Pennsylvania, United States of America",,United States,us,7,Pennsylvania,PA,North America
The Long Run - Spring Forward,"Mar 30, 2025","Wind Gap, PA (USA)",6h,40.8481509,-75.2915694,ok,"Wind Gap, Northampton County, Pennsylvania, United States of America",,United States,us,7,Pennsylvania,PA,North America
MCW Lenape Runventure,"Mar 29, 2025","Milburn, NJ (USA)",34mi,40.7247515,-74.2995152,ok,"Milburn, Glen Avenue, Wyoming, Short Hills, NJ 07078, United States of America",,United States,us,9,New Jersey,NJ,North America
Hone Quarry 40 Miler,"Mar 29, 2025","Dayton, VA (USA)",40mi,38.4148492,-78.9386427,ok,"Dayton, Rockingham County, Virginia, United States of America",,United States,us,7,Virginia,VA,North America
Spring On The Trails Endurance Runs,"Mar 29, 2025","Lagrangeville, NY (USA)",6h 12h,41.6504465,-73.7642453,ok,"Lagrangeville, La Grange, NY 12540, United States of America",,United States,us,7,New York,NY,North America
Miocene Epic Endurance Challenge,"Mar 29, 2025","Lusby, MD (USA)",6h,38.3720813,-76.441247,ok,"Lusby, Calvert County, MD 20657, United States of America",,United States,us,7,Maryland,MD,North America
Enchanted Forest Ultra Run,"Mar 29, 2025","Stratford, CT (USA)",6h,41.1845415,-73.1331651,ok,"Stratford, Connecticut, United States of America",,United States,us,6,Connecticut,CT,North America
Terror of Tammany!,"Mar 23, 2025","Columbia, NJ (USA)",50k,40.9262077,-75.0926763,ok,"Knowlton Township, Warren County, NJ 18351, United States of America",,United States,us,7,New Jersey,NJ,North America
March Madness (April Foolish 10 hr),"Mar 23, 2025","Birdsboro, PA (USA)",10h,40.2645371,-75.8040852,ok,"Birdsboro, Berks County, PA 19508, United States of America",,United States,us,7,Pennsylvania,PA,North America
Green Monster,"Mar 22, 2025","Danville, VA (USA)",12h,36.5879877,-79.3916713,ok,"Danville, Virginia, United States of America",Danville,United States,us,5,Virginia,VA,North America
The Bullshit Backyard Ultra,"Mar 22, 2025","Lenoxville, PA (USA)",Backyard,41.6623019,-75.6371321,ok,"Lenoxville, Lenox Township, PA 18413, United States of America",Lenox Township,United States,us,7,Pennsylvania,PA,North America
Wells Mills 50K at the Rat Race,"Mar 22, 2025","Waretown, NJ (USA)",50k,39.7938958,-74.2232061,ok,"Ocean Township, New Jersey, United States of America",Ocean Township,United States,us,7,New Jersey,NJ,North America
HAT Trail Run,"Mar 22, 2025","Havre de Grace, MD (USA)",50k,39.548827,-76.0898259,ok,"Havre de Grace, MD 21078, United States of America",,United States,us,7,Maryland,MD,North America
Dogwood Ultra Marathons,"Mar 22, 2025","Chesterfield, VA (USA)",12h 24h 48h,37.3859982,-77.578509,ok,"Chesterfield County, Virginia, United States of America",,United States,us,2,Virginia,VA,North America
THE MT TAMMANY 10,"Mar 22, 2025","Delaware Water Gap, NJ (USA)",40mi,40.9677508,-75.1199241,ok,"Delaware Water Gap, Hardwick Township, Warren County, NJ 18327, United States of America",,United States,us,9,New Jersey,NJ,North America
F.I.T. 'Rock Trail Race,"Mar 16, 2025","Cumberland, RI (USA)",50k,41.9667656,-71.4328363,ok,"Cumberland, RI 02864, United States of America",,United States,us,6,Rhode Island,RI,North America
Shamrock Shenanigans Ultra,"Mar 15, 2025","Douglassville, PA (USA)",5h 10h,40.2578714,-75.7263008,ok,"Douglassville, Amity Township, PA 19518, United States of America",Amity Township,United States,us,7,Pennsylvania,PA,North America
Rabid Raccoon 100,"Mar 15, 2025","Beaver Falls, PA (USA)",100k 100mi,40.7520097,-80.3192295,ok,"Beaver Falls, Pennsylvania, United States of America",,United States,us,7,Pennsylvania,PA,North America
Bel Monte,"Mar 15, 2025","Waynesboro, VA (USA)",50k 50mi,38.0686668,-78.8893999,ok,"Waynesboro, VA 22980, United States of America",,United States,us,7,Virginia,VA,North America
Elizabeth's Furnace,"Mar 15, 2025","Fort Valley, VA (USA)",50k,38.94317,-78.30917,ok,"Shenandoah County, Virginia, United States of America",,United States of America,us,9,Virginia,VA,North America
Perfect Day 50K Loudoun,"Mar 8, 2025","Sterling, VA (USA)",50k,39.0017455,-77.4033349,ok,"Sterling, VA 20164, United States of America",,United States,us,7,Virginia,VA,North America
No Man's 50K,"Mar 8, 2025","Triangle, VA (USA)",50k,38.5451489,-77.3327425,ok,"Triangle, Prince William County, VA 22172, United States of America",,United States,us,7,Virginia,VA,North America
Lenape Trail Run,"Mar 8, 2025","Newark, NJ (USA)",34mi,40.735657,-74.1723667,ok,"Newark, New Jersey, United States of America",Newark,United States,us,6,New Jersey,NJ,North America
Seneca Greenway Trail 50k,"Mar 8, 2025","Gaithersburg, MD (USA)",50k,39.1399187,-77.1929215,ok,"Gaithersburg, Maryland, United States of America",Gaithersburg,United States,us,7,Maryland,MD,North America
Crooked Road 24 Hour Ultra,"Mar 8, 2025","Rocky Mount, VA (USA)",24h,36.9962007,-79.8909474,ok,"Rocky Mount, Virginia, United States of America",,United States,us,7,Virginia,VA,North America
Conquer The Wall Endurance Challenge,"Mar 7, 2025","Williamson, WV (USA)",35h 47h,37.6742682,-82.2773629,ok,"Williamson, WV 25661, United States of America",,United States,us,7,West Virginia,WV,North America
The Dark Side 8 Hour Ultra,"Mar 1, 2025","Clarksburg, MD (USA)",8h,39.2302156,-77.2508469,ok,"Clarksburg, MD 20871, United States of America",,United States,us,7,Maryland,MD,North America
Febapple Frozen Fifty,"Feb 22, 2025","Maplewood, NJ (USA)",50k 50mi,40.7312123,-74.2734808,ok,"Maplewood, NJ 07040, United States of America",,United States,us,7,New Jersey,NJ,North America
"Aw, Schugs 100 & 30hr","Feb 22, 2025","Dryden, NY (USA)",100mi 30h,42.4909053,-76.2971553,ok,"Dryden, Tompkins County, New York, United States of America",,United States,us,5,New York,NY,North America
Froggy Mountain Warrior 100,"Feb 22, 2025","Galax, VA (USA)",100mi,36.6612387,-80.9239671,ok,"Galax, VA 24333, United States of America",,United States,us,7,Virginia,VA,North America
Saint Marys Lake Trail Series,"Feb 22, 2025","Leonardtown, MD (USA)",50k,38.2912431,-76.6357946,ok,"Leonardtown, Maryland, United States of America",,United States,us,7,Maryland,MD,North America
The Reverse Ring,"Feb 22, 2025","Massanutten Mountains, VA (USA)",71mi,37.54812,-77.44675,ok,"Virginia, United States of America",,United States of America,us,1,Virginia,VA,North America
Cabin Fever 50K,"Feb 15, 2025","New River Gorge National Park, WV (USA)",50k,38.50038,-80.50009,ok,"West Virginia, United States of America",,United States of America,us,1,West Virginia,WV,North America
Sun Up to Sun Down 50K,"Feb 8, 2025","Virginia Beach, VA (USA)",50k,36.8496579,-75.9760751,ok,"Virginia Beach, Virginia, United States of America",Virginia Beach,United States,us,2,Virginia,VA,North America
Froggy Hollow 5 & 9,"Feb 8, 2025","Clarksburg, MD (USA)",5h 9h,39.2302156,-77.2508469,ok,"Clarksburg, MD 20871, United States of America",,United States,us,7,Maryland,MD,North America
The DUC,"Feb 7, 2025","Pocomoke, MD (USA)",100k,39.2583611,-76.7091534,ok,"Pocomoke, Center Road, Arbutus, MD 21250, United States of America",,United States,us,10,Maryland,MD,North America
The Wild Oak Trail (TWOT),"Feb 5, 2025","Harrisonburg, VA (USA)",112.8mi 200mi,38.4493315,-78.8688833,ok,"Harrisonburg, Virginia, United States of America",Harrisonburg,United States,us,7,Virginia,VA,North America
Frigus Snowshoe Festival,"Feb 1, 2025","Gansevoort, NY (USA)",60k,43.196027,-73.651484,ok,"Gansevoort, Northumberland, New York, United States of America",,United States,us,7,New York,NY,North America
TARCtic Frozen Yeti,"Feb 1, 2025","Westwood, MA (USA)",30h,42.2186913,-71.2233829,ok,"Westwood, MA 02090, United States of America",,United States,us,7,Massachusetts,MA,North America
Ted Corbitt 50k,"Jan 26, 2025","New York, NY (USA)",50k,40.7127281,-74.0060152,ok,"New York, New York, United States of America",New York,United States,us,2,New York,NY,North America
Willis River,"Jan 26, 2025","Cumberland, VA (USA)",50k,37.5004191,-78.2469202,ok,"Cumberland County, Virginia, United States of America",,United States,us,2,Virginia,VA,North America
Beast of Burden - Winter,"Jan 25, 2025","Lockport, NY (USA)",50mi 100mi,43.1687104,-78.696567,ok,"City of Lockport, NY 14094, United States of America",,United States,us,7,New York,NY,North America
Angela Ivory Memorial Runs,"Jan 25, 2025","Felton, DE (USA)",50k 100mi 24h,39.0084464,-75.5779807,ok,"Felton, Kent County, DE 19943, United States of America",,United States,us,7,Delaware,DE,North America
Waterfall 50k,"Jan 19, 2025","New Market, VA (USA)",50k,38.6479018,-78.6714137,ok,"New Market, VA 22844, United States of America",,United States,us,7,Virginia,VA,North America
Eternal Winter 6 Hour Run,"Jan 19, 2025","Annapolis, MD (USA)",6h,38.9786401,-76.492786,ok,"Annapolis, Maryland, United States of America",Annapolis,United States,us,7,Maryland,MD,North America
Pond Fest Winter Trail Runs and Snowshoe Race,"Jan 18, 2025","Chenango Forks, NY (USA)",50k,42.2356313,-75.8482503,ok,"Chenango Forks, Chenango, NY 13746, United States of America",,United States,us,7,New York,NY,North America
Frozen Sasquatch Trail Race,"Jan 4, 2025","Charleston, WV (USA)",50k,38.3505995,-81.6332812,ok,"Charleston, West Virginia, United States of America",Charleston,United States,us,6,West Virginia,WV,North America
MHRRC Recover From the Holidays 50k,"Jan 4, 2025","Staatsburg, NY (USA)",50k,41.8495354,-73.9299556,ok,"Staatsburg, Hyde Park, NY 12580, United States of America",,United States,us,7,New York,NY,North America
New Year Run Challenge,"Jan 1, 2025","Mechanicsburg, PA (USA)",6h,40.2101972,-77.0047276,ok,"Mechanicsburg, Pennsylvania, United States of America",,United States,us,7,Pennsylvania,PA,North America
Boyer's Furnace,"Dec 28, 2024","Luray, VA (USA)",40mi,38.6654653,-78.4600202,ok,"Luray, VA 22835, United States of America",,United States,us,7,Virginia,VA,North America
WV Winter Solstice Endurance Run,"Dec 21, 2024","Helvetia, WV (USA)",14.5h,38.7060037,-80.201031,ok,"Helvetia, Randolph County, WV 26224, United States of America",,United States,us,7,West Virginia,WV,North America
Magnus Gluteus Maximus,"Dec 14, 2024","Clifton, VA (USA)",50k,38.7802651,-77.3867133,ok,"Clifton, Fairfax County, Virginia, United States of America",,United States,us,8,Virginia,VA,North America
Dam Douglassville Ultra,"Dec 14, 2024","Douglassville, PA (USA)",8h,40.2578714,-75.7263008,ok,"Douglassville, Amity Township, PA 19518, United States of America",Amity Township,United States,us,7,Pennsylvania,PA,North America
Seth's Fat Ass,"Dec 14, 2024","Springfield, MA (USA)",50k,42.1018764,-72.5886727,ok,"Springfield, Massachusetts, United States of America",Springfield,United States,us,6,Massachusetts,MA,North America
New River Gorge Trail Festival - Winter Edition,"Dec 7, 2024","Fayetteville, WV (USA)",50k,38.0531294,-81.1039858,ok,"Fayetteville, WV 25840, United States of America",,United States,us,7,West Virginia,WV,North America
CT Trailmixers Fall Fling 400,"Nov 23, 2024","Southington, CT (USA)",6.33h,41.6005435,-72.8782941,ok,"Southington, Connecticut, United States of America",,United States,us,6,Connecticut,CT,North America
Last Trail Standing - 50K,"Nov 17, 2024","Pittsburgh, PA (USA)",50k,40.4416941,-79.9900861,ok,"Pittsburgh, Pennsylvania, United States of America",Pittsburgh,United States,us,5,Pennsylvania,PA,North America
CT Donut Run,"Nov 16, 2024","West Hartford, CT (USA)",31.5mi,41.7620447,-72.7420399,ok,"West Hartford, Connecticut, United States of America",,United States,us,7,Connecticut,CT,North America
The Froggy Mountain Breakdown,"Nov 9, 2024","Galax, VA (USA)",Backyard,36.6612387,-80.9239671,ok,"Galax, VA 24333, United States of America",,United States,us,7,Virginia,VA,North America
Race for DFL,"Nov 9, 2024","Winchendon, MA (USA)",50mi Backyard,42.6815126,-72.0499767,ok,"Winchendon, MA 01475, United States of America",,United States,us,6,Massachusetts,MA,North America
Roxbury Marathon,"Nov 9, 2024","Roxbury, CT (USA)",50k,41.5568282,-73.3088922,ok,"Roxbury, Northwest Hills Planning Region, CT 06783, United States of America",,United States,us,7,Connecticut,CT,North America
Red Baron Running Festival,"Nov 2, 2024","Corning, NY (USA)",8h,42.1435257,-77.0543408,ok,"City of Corning, New York, United States of America",,United States,us,7,New York,NY,North America
Mendon Trail Run,"Nov 2, 2024","Mendon, NY (USA)",50k,42.9978411,-77.5044401,ok,"Mendon, Monroe County, New York, United States of America",,United States,us,6,New York,NY,North America
Pain in Green Lane,"Nov 2, 2024","Green Lane, PA (USA)",50k,40.3367674,-75.4690674,ok,"Green Lane, Montgomery County, Pennsylvania, United States of America",,United States,us,8,Pennsylvania,PA,North America
Clark 6 Hour Classic,"Nov 2, 2024","Jamesville, NY (USA)",6h,42.9920106,-76.0715887,ok,"Jamesville, De Witt, NY 13078, United States of America",,United States,us,7,New York,NY,North America
Marine Corps Marathon,"Oct 27, 2024","Arlington, VA (USA)",50k,38.8769326,-77.0893094,ok,"Arlington County, Virginia, United States of America",,United States,us,6,Virginia,VA,North America
Little Duck 50k,"Oct 26, 2024","Windham, ME (USA)",50k,43.7894155,-70.4083434,ok,"Windham, ME 04062, United States of America",,United States,us,5,Maine,ME,North America
Most Magical Mile - Run Challenge,"Oct 26, 2024","Butler, PA (USA)",8h,40.86108,-79.895197,ok,"Butler, PA 16003, United States of America",,United States,us,7,Pennsylvania,PA,North America
TPK Chasing Rabbits,"Oct 26, 2024","Stanhope, NJ (USA)",100k 12h,40.9028765,-74.7090517,ok,"Stanhope, Sussex County, NJ 07874, United States of America",,United States,us,7,New Jersey,NJ,North America
Summit 50/50,"Oct 26, 2024","Salamanca, NY (USA)",50k 50mi,42.1579214,-78.7151629,ok,"City of Salamanca, NY 14779, United States of America",,United States,us,7,New York,NY,North America
PB&J 50K,"Oct 26, 2024","Prince William Forest, VA (USA)",50k,38.6283096,-77.310275,ok,"Prince William County Parks Authority, 14998 Birchdale Avenue, Dale City, VA 22193, United States of America",,United States,us,10,Virginia,VA,North America
Bimblers Bluff,"Oct 20, 2024","Guilford, CT (USA)",50k,41.2827593,-72.6816365,ok,"Guilford, Connecticut, United States of America",,United States,us,5,Connecticut,CT,North America
WWII Veterans Memorial Trail Weighted Race,"Oct 19, 2024","Mansfield, MA (USA)",6h,42.0334326,-71.2189405,ok,"Mansfield, Massachusetts, United States of America",,United States,us,6,Massachusetts,MA,North America
Frost Fixed-Time,"Oct 19, 2024","Orono, ME (USA)",6h,44.883607,-68.672791,ok,"Orono, Maine, United States of America",,United States,us,6,Maine,ME,North America
Rhode Island Trail Classic,"Oct 19, 2024","Charlestown, RI (USA)",11h,41.3831566,-71.641729,ok,"Charlestown, RI 02813, United States of America",,United States,us,6,Rhode Island,RI,North America
Survival of the F.I.T.test 24 Hour Trail Ultra,"Oct 19, 2024","Cumberland, RI (USA)",24h,41.9667656,-71.4328363,ok,"Cumberland, RI 02864, United States of America",,United States,us,6,Rhode Island,RI,North America
Joe English Twilight Challenge,"Oct 19, 2024","Amherst, NH (USA)",6h,42.8642874,-71.6252484,ok,"Amherst, Hillsborough County, NH 03031, United States of America",,United States,us,6,New Hampshire,NH,North America
Andy's Backyard Ultra,"Oct 12, 2024","Earlysville, VA (USA)",Backyard,38.1576342,-78.4827896,ok,"Earlysville, Albemarle County, VA 22936, United States of America",,United States,us,7,Virginia,VA,North America
Conquer the Mountain,"Oct 12, 2024","Basye, VA (USA)",50k,38.8074345,-78.7895561,ok,"Basye, Shenandoah County, VA 22845, United States of America",,United States,us,7,Virginia,VA,North America
Cloudsplitter 100,"Oct 12, 2024","Norton, VA (USA)",50k 100k,36.9336934,-82.6298965,ok,"Norton, VA 24273, United States of America",,United States,us,7,Virginia,VA,North America
The Hot Wild Oak (Hot TWOT),"Oct 4, 2024","Wild Oak Trail, VA (USA)",28.2mi 112.8mi,37.54812,-77.44675,ok,"Virginia, United States of America",,United States of America,us,1,Virginia,VA,North America
The Big Schloss,"Sep 28, 2024","Lost City, WV (USA)",50k,38.9307638,-78.8338255,ok,"Lost City, Hardy County, WV 26810, United States of America",,United States,us,7,West Virginia,WV,North America
15 Hours of Fun Run,"Sep 28, 2024","Williamsburg, VA (USA)",15h,37.2708788,-76.7074042,ok,"Williamsburg, Virginia, United States of America",Williamsburg,United States,us,7,Virginia,VA,North America
Suffer'n Bear UItra,"Sep 28, 2024","Stony Point, NY (USA)",50k 50mi,41.2295386,-73.9870847,ok,"Stony Point, New York, United States of America",,United States,us,6,New York,NY,North America
City Invincible Track Ultra,"Sep 28, 2024","Camden, NJ (USA)",12h 24h,39.9448402,-75.1198911,ok,"Camden, New Jersey, United States of America",Camden,United States,us,7,New Jersey,NJ,North America
Morgan Hill Meat Grinder,"Sep 28, 2024","Fabius, NY (USA)",50mi,42.835067,-75.9860322,ok,"Fabius, Onondaga County, New York, United States of America",,United States,us,6,New York,NY,North America
Tunxis Trail Ultramarathon,"Sep 28, 2024","Burlington, CT (USA)",60k,41.7692648,-72.9645484,ok,"Burlington, CT 06013, United States of America",,United States,us,6,Connecticut,CT,North America
The Fools' Ultras,"Sep 27, 2024","Niagara Falls, NY (USA)",100mi 200mi 420mi,43.08436,-79.0614686,ok,"City of Niagara Falls, New York, United States of America",City of Niagara Falls,United States,us,7,New York,NY,North America
Ironmasters Challenge,"Sep 22, 2024","Gardners, PA (USA)",50k,40.0056483,-77.2069266,ok,"Gardners, Tyrone Township, PA 17337, United States of America",Tyrone Township,United States,us,7,Pennsylvania,PA,North America
Lehigh Parkway Ultra 50K,"Sep 21, 2024","Allentown, PA (USA)",50k,40.6022059,-75.4712794,ok,"Allentown, Pennsylvania, United States of America",Allentown,United States,us,6,Pennsylvania,PA,North America
MFAMTL 6 hour,"Sep 21, 2024","Rochester, NY (USA)",6h,43.157285,-77.615214,ok,"City of Rochester, New York, United States of America",City of Rochester,United States,us,5,New York,NY,North America
Uphill Will,"Sep 20, 2024","Newry, ME (USA)",6h 12h 24h,44.487689,-70.787659,ok,"Newry, ME 04261, United States of America",,United States,us,5,Maine,ME,North America
Old Forge (NY) Ultra Marathon 50k,"Sep 7, 2024","Old Forge, NY (USA)",50k,43.7099253,-74.9744445,ok,"Old Forge, NY 13472, United States of America",,United States,us,7,New York,NY,North America
NPTR Green Loop Challenge,"Sep 7, 2024","Alison Park, PA (USA)",6h,40.5317662,-80.0291083,ok,"Ann Alison Hoover Park, Perrysville, Ross Township, Pennsylvania, United States of America",,United States,us,9,Pennsylvania,PA,North America
Joe's Night Run At The Hamptons,"Sep 7, 2024","Hampton, VA (USA)",5h 6h 11h,37.0264414,-76.3442846,ok,"Hampton, Virginia, United States of America",Hampton,United States,us,4,Virginia,VA,North America
Last Man Standing Ultramarathon,"Aug 30, 2024","New Gloucester, ME (USA)",Backyard,43.9632491,-70.2814344,ok,"New Gloucester, ME 04260, United States of America",,United States,us,5,Maine,ME,North America
The Ring,"Aug 31, 2024","Massanutten Mountains, VA (USA)",71mi,37.54812,-77.44675,ok,"Virginia, United States of America",,United States of America,us,1,Virginia,VA,North America
TPK Debauchery,"Aug 24, 2024","Stanhope, NJ (USA)",50k 100k,40.9028765,-74.7090517,ok,"Stanhope, Sussex County, NJ 07874, United States of America",,United States,us,7,New Jersey,NJ,North America
Horseshoe Bend Boogie,"Aug 17, 2024","Frenchtown, NJ (USA)",50k,40.5264167,-75.0616084,ok,"Frenchtown, Hunterdon County, New Jersey, United States of America",,United States,us,7,New Jersey,NJ,North America
Lake Placid Trail Challenge,"Aug 10, 2024","Mt Van Hoevenberg, NY (USA)",50k,44.2101097,-73.9293254,ok,"Mount Van Hoevenberg, North Elba, New York, United States of America",,United States,us,9,New York,NY,North America
Martha Moats Baker Memorial,"Aug 10, 2024","Wild Oak Trail Trailhead, VA (USA)",50k 60k,37.54812,-77.44675,ok,"Virginia, United States of America",,United States of America,us,1,Virginia,VA,North America
Frickin Hot 50K,"Aug 3, 2024","Cassadaga, NY (USA)",50k,42.344225,-79.309489,ok,"Stockton, Chautauqua County, New York, United States of America",,United States,us,7,New York,NY,North America
Alphabet Soup Race,"Jul 27, 2024","Williamsburg, VA (USA)",7h,37.2708788,-76.7074042,ok,"Williamsburg, Virginia, United States of America",Williamsburg,United States,us,7,Virginia,VA,North America
TPK Disparate Fun,"Jul 13, 2024","Newton, NJ (USA)",50k,41.0583121,-74.7531445,ok,"Newton, New Jersey, United States of America",,United States,us,7,New Jersey,NJ,North America
Loopy Bunny Races,"Jul 13, 2024","Nazareth, PA (USA)",6h 12h,40.7423309,-75.3112095,ok,"Nazareth, Pennsylvania, United States of America",,United States,us,7,Pennsylvania,PA,North America
F.I.T. Sun Mountain Challenge 50k,"Jul 6, 2024","Peru, VT (USA)",50k,43.2298853,-72.8992081,ok,"Peru, Bennington County, VT 05152, United States of America",,United States,us,6,Vermont,VT,North America
Sharp Top 25k and 50k,"Jun 29, 2024","Masten, PA (USA)",50k,41.5072982,-76.8205144,ok,"Masten, McNett Township, Pennsylvania, United States of America",McNett Township,United States,us,10,Pennsylvania,PA,North America
VEGAN POWER,"Jun 22, 2024","Pittsfield, MA (USA)",50k,42.4484778,-73.2541069,ok,"Pittsfield, Massachusetts, United States of America",Pittsfield,United States,us,6,Massachusetts,MA,North America
Windsor Castle 10-Hour,"Jun 8, 2024","Smithfield, VA (USA)",10h,36.9823313,-76.6310242,ok,"Smithfield, VA 23430, United States of America",,United States,us,7,Virginia,VA,North America
Locked Up 12 Hour,"Jun 1, 2024","HILLSDALE, NJ (USA)",12h,41.0025975,-74.0404175,ok,"Hillsdale, NJ 07642, United States of America",,United States,us,7,New Jersey,NJ,North America
The NYC Trail Fest,"May 31, 2024","Fort Lee, NJ (USA)",50k,40.8509333,-73.9701382,ok,"Fort Lee, NJ 07024, United States of America",,United States,us,7,New Jersey,NJ,North America
Connecticut Ultra Traverse,"May 31, 2024","Southwick, MA (USA)",50mi 112mi,42.0548167,-72.7703938,ok,"Southwick, MA 01077, United States of America",,United States,us,6,Massachusetts,MA,North America
Cape Cod's Run Against The Tides,"May 18, 2024","Brewster, MA (USA)",50mi,41.7601093,-70.082796,ok,"Brewster, MA 02631, United States of America",,United States,us,6,Massachusetts,MA,North America
TPK Run the Jewels,"May 18, 2024","Stanhope, NJ (USA)",60k,40.9028765,-74.7090517,ok,"Stanhope, Sussex County, NJ 07874, United States of America",,United States,us,7,New Jersey,NJ,North America
Laurel Hill Trail Run,"May 18, 2024","Somerset, PA (USA)",50k,39.9980022,-79.0415528,ok,"Somerset County, Pennsylvania, United States of America",,United States,us,1,Pennsylvania,PA,North America
Just A Training Run's Backyard Ultra,"May 18, 2024","Hampton, VA (USA)",Backyard,37.0264414,-76.3442846,ok,"Hampton, Virginia, United States of America",Hampton,United States,us,4,Virginia,VA,North America
L.I. Greenbelt Trail,"May 18, 2024","Plainview, NY (USA)",50k,40.7765026,-73.4670022,ok,"Plainview, NY 11803, United States of America",,United States,us,7,New York,NY,North America
Howland's Neck Ache,"Apr 27, 2024","Tunkhannock, PA (USA)",6h 12h 24h,41.5385159,-75.946844,ok,"Tunkhannock, PA 18657, United States of America",,United States,us,7,Pennsylvania,PA,North America
Ultra Race of Champions (UROC),"Apr 27, 2024","Montebello, VA (USA)",50k 50mi,37.8525306,-79.1316813,ok,"Montebello, Nelson County, VA 24464, United States of America",,United States,us,7,Virginia,VA,North America
Cobscook Backyard Ultra,"Apr 21, 2024","Edmunds, ME (USA)",50k 50mi,44.8720227,-67.1641517,ok,"Edmunds Township, Washington County, Maine, United States of America",,United States,us,6,Maine,ME,North America
Chopawamsic Challenge,"Apr 21, 2024","Triangle, VA (USA)",50k 100k,38.5451489,-77.3327425,ok,"Triangle, Prince William County, VA 22172, United States of America",,United States,us,7,Virginia,VA,North America
TPK Adventurous AF,"Apr 13, 2024","Sparta, NJ (USA)",6h,41.0401567,-74.6310081,ok,"Sparta Township, New Jersey, United States of America",,United States,us,6,New Jersey,NJ,North America
Singletrack Maniac 50k,"Apr 13, 2024","Williamsburg, VA (USA)",50k,37.2708788,-76.7074042,ok,"Williamsburg, Virginia, United States of America",Williamsburg,United States,us,7,Virginia,VA,North America
The Peoples' Park Ultra,"Apr 6, 2024","Pittsgrove, NJ (USA)",Backyard,39.528263,-75.131146,ok,"Pittsgrove Township, New Jersey, United States of America",Pittsgrove Township,United States,us,6,New Jersey,NJ,North America
USATF National 50K Road Championship & GLIRC 50k Run,"Mar 10, 2024","East Islip, NY (USA)",50k,40.7320429,-73.1856703,ok,"East Islip, NY 11730, United States of America",,United States,us,7,New York,NY,North America
Sandy Bottom 8-Hour,"Jan 6, 2024","Hampton, VA (USA)",8h,37.0264414,-76.3442846,ok,"Hampton, Virginia, United States of America",Hampton,United States,us,4,Virginia,VA,North America
Backyard Squatch Ultra,"Aug 19, 2023","Branchville, NJ (USA)",Backyard,41.1464852,-74.7523874,ok,"Branchville, Sussex County, NJ 07890, United States of America",,United States,us,8,New Jersey,NJ,North America
Triple Trouble,"Jul 30, 2023","Elverson, PA (USA)",50k,40.1567641,-75.8327088,ok,"Elverson, Chester County, Pennsylvania, United States of America",,United States,us,7,Pennsylvania,PA,North America
Midnight Squatchapalooza,"Jun 24, 2023","Columbus, NJ (USA)",6h 12h,40.0726112,-74.7207156,ok,"Mansfield Township, Burlington County, NJ 08022, United States of America",,United States,us,7,New Jersey,NJ,North America
New England Series: Day 1,"Jun 5, 2023","Simbury, CT (USA)",50k,41.66704,-72.66648,ok,"Connecticut, United States of America",,United States of America,us,1,Connecticut,CT,North America
GOMU 48 Hour World Championships,"Sep 3, 2022","Hainesport, NJ (USA)",48h,39.9837234,-74.8271081,ok,"Hainesport Township, Burlington County, NJ 08036, United States of America",,United States,us,7,New Jersey,NJ,North America
Virginia Spartan Trail,"Oct 31, 2021","Arrington, VA (USA)",50k,37.6840306,-78.9011326,ok,"Arrington, Nelson County, VA 22922, United States of America",,United States,us,7,Virginia,VA,North America
AC/DC (Apple Cider Donut Challenge),"Nov 4, 2017","New Paltz, NY (USA)",50k,41.7464972,-74.0844894,ok,"New Paltz, NY 12561, United States of America",,United States,us,6,New York,NY,North America
The Freedom 50,"May 24, 2025","Buckley, WA (USA)",50mi,47.1622483,-122.027746,ok,"Buckley, Pierce County, Washington, United States of America",,United States,us,7,Washington,WA,North America
