Race Name,Date,Location,Distance,Latitude,Longitude,Formatted,Website
Bay of Fundy International Marathon,"Jun 22, 2025","Lubec, ME (USA)",52k,44.861172,-66.983501,"Lubec, ME 04652, United States of America"
Coventry Woods Trail Running Festival,"Jun 22, 2025","Pottstown, PA (USA)",6h,40.2452976,-75.6496424,"Pottstown, PA 19464, United States of America"
Brooksvale 12-Hour,"Jun 28, 2025","Hamden, CT (USA)",12h,41.3959302,-72.8968574,"Hamden, Connecticut, United States of America"
Centurion Ultra Trail Event,"Jun 28, 2025","Stratford, CT (USA)",33h,41.1845415,-73.1331651,"Stratford, Connecticut, United States of America"
Mt. Sparta 24HR Challenge,"Jun 28, 2025","Pittsfield, VT (USA)",24h,43.7730063,-72.8131838,"Pittsfield, Rutland County, VT 05762, United States of America"
Many On The Genny,"Jun 28, 2025","Castile, NY (USA)",45mi,42.6289515,-78.0544514,"Castile, Wyoming County, New York, United States of America"
Hell Hath No Hurry,"Jun 28, 2025","Pittsburgh, PA (USA)",50k 50mi,40.4416941,-79.9900861,"Pittsburgh, Pennsylvania, United States of America"
On The Rocks Trail Runs,"Jun 28, 2025","York, PA (USA)",50k,39.962493,-76.7276989,"York, Pennsylvania, United States of America"
Cacapon 12 Hour Challenge,"Jun 28, 2025","Berkely Springs, WV (USA)",12h,38.50038,-80.50009,"West Virginia, United States of America"
Finger Lakes 50s,"Jul 5, 2025","Hector, NY (USA)",50k 50mi,42.5006271,-76.8724586,"Hector, Schuyler County, NY 14841, United States of America"
Red Wing Trail Challenge,"Jul 6, 2025","Lagrangeville, NY (USA)",60k,41.6504465,-73.7642453,"Lagrangeville, La Grange, NY 12540, United States of America"
Notchview Ultra,"Jul 11, 2025","Adams, MA (USA)",100mi 6h 12h 24h 48h 72h,42.6209431,-73.1204129,"Adams, MA 01220, United States of America"
Spaulding Woods 50K,"Jul 12, 2025","Northfield, NH (USA)",50k,43.4400718,-71.5932621,"Northfield, NH 03276, United States of America"
Great Hill Ultra,"Jul 12, 2025","Middlesex, NY (USA)",50k 100k,42.7050087,-77.2716597,"Middlesex, Yates County, NY 14507, United States of America"
Back Cove Backyard Ultra,"Jul 12, 2025","Portland, ME (USA)",Backyard,43.6573605,-70.2586618,"Portland, Maine, United States of America"
Ironstone 100K,"Jul 12, 2025","Hollidaysburg, PA (USA)",100k,40.430774,-78.3900826,"Hollidaysburg, PA 16648, United States of America"
Viaduct Trail,"Jul 12, 2025","Lanesboro, PA (USA)",50mi 100mi,41.9570023,-75.5848748,"Lanesboro, Susquehanna County, PA 18827, United States of America"
Vermont 100,"Jul 18, 2025","West Windsor, VT (USA)",100k 100mi,43.4686825,-72.4709245,"West Windsor, Windsor County, VT 05037, United States of America"
Endless Summer 6-Hour Run,"Jul 19, 2025","Annapolis, MD (USA)",6h,38.9786401,-76.492786,"Annapolis, Maryland, United States of America"
Rise & Run,"Jul 19, 2025","Wellsboro, PA (USA)",50k,41.7486838,-77.3005305,"Wellsboro, Tioga County, Pennsylvania, United States of America"
The Warriors Ultra-Run,"Jul 19, 2025","New York, NY (USA)",28mi,40.7127281,-74.0060152,"New York, New York, United States of America"
Catherine's FA 50K,"Jul 19, 2025","Luray, VA (USA)",50k,38.6654653,-78.4600202,"Luray, VA 22835, United States of America"
CandleLight 12/24 Hour,"Jul 19, 2025","Honeoye Falls, NY (USA)",12h 24h,42.9522855,-77.5902759,"Village of Honeoye Falls, Monroe County, NY 14472, United States of America"
Cougar Prowl Ultra,"Jul 26, 2025","Beaver Falls, PA (USA)",24h,40.7520097,-80.3192295,"Beaver Falls, Pennsylvania, United States of America"
Murderkill Ultramarathons,"Jul 26, 2025","Felton, DE (USA)",50k 50mi 12h,39.0084464,-75.5779807,"Felton, Kent County, DE 19943, United States of America"
Ocean State Ultra,"Jul 26, 2025","West Greenwich, RI (USA)",100mi 6h 12h,41.6226185,-71.6657892,"West Greenwich, RI 02817, United States of America"
The Magnificent Bastards Challenge,"Jul 26, 2025","Corinth, VT (USA)",Backyard,44.0238012,-72.2898224,"Corinth, Orange County, Vermont, United States of America"
Wakely Dam Ultra,"Jul 26, 2025","Piseco Lake, NY (USA)",55k,43.4935329,-74.4985744,"Piseco-Perkins Clearing Trail, Piseco, Hamilton County, NY, United States of America"
Rattlerock Ultra 50K/25K,"Jul 26, 2025","Morgantown, WV (USA)",50k,39.6296809,-79.9559437,"Morgantown, West Virginia, United States of America"
Extreme Ravine,"Jul 26, 2025","Binghamton, NY (USA)",12h,42.098698,-75.9125187,"City of Binghamton, New York, United States of America"
The Squatchy Surprise,"Jul 26, 2025","Mountainside, NJ (USA)",6h 12h,40.6723242,-74.3573722,"Mountainside, Union County, NJ 07092, United States of America"
The Mighty Mosquito Trail Race & Relay,"Jul 26, 2025","Mendon, NY (USA)",50k 100mi,42.9978411,-77.5044401,"Mendon, Monroe County, New York, United States of America"
Lost Turkey Ultra,"Jul 26, 2025","Imler, PA (USA)",50k,40.2067444,-78.5227943,"Imler, King Township, PA 16655, United States of America"
Moosalamoo Ultra,"Jul 26, 2025","Goshen, VT (USA)",36mi,43.8490918,-73.0223759,"Goshen, Addison County, Vermont, United States of America"
Ragged 75 Stage Race and 50k,"Aug 1, 2025","Danbury, NH (USA)",50k,43.526149,-71.862259,"Danbury, NH 03230, United States of America"
Dahlgren Heritage Rail Trail 50k,"Aug 2, 2025","King George, VA (USA)",50k,38.2786312,-77.175356,"King George County, Virginia, United States of America"
Blue Hill Mountain Trail Fest 50k,"Aug 2, 2025","Blue Hill, ME (USA)",50k,44.413027,-68.5880555,"Blue Hill, Maine, United States of America"
MCW Westfield Ultra,"Aug 2, 2025","Westfield, NJ (USA)",3h 6h 9h 12h 24h,40.651726,-74.3483059,"Westfield, NJ 07090, United States of America"
RunPA Trail Jamboree,"Aug 2, 2025","Newmanstown, PA (USA)",6h 12h 24h,40.3495367,-76.2132824,"Newmanstown, Millcreek Township, PA 19567, United States of America"
Loopy Looper 12-hour,"Aug 2, 2025","Pennsauken Township, NJ (USA)",100mi 12h 24h,39.9562238,-75.0579502,"Pennsauken Township, NJ 08110, United States of America"
Jarmans Invitational Marathon,"Aug 2, 2025","Crozet, VA (USA)",30mi,38.0695816,-78.7005751,"Crozet, VA 23932, United States of America"
Anchor Down Ultra,"Aug 8, 2025","Bristol, RI (USA)",6h 12h 24h,41.6770463,-71.2661597,"Bristol, RI 02809, United States of America"
Beast of Burden - Summer,"Aug 9, 2025","Lockport, NY (USA)",50mi 100mi,43.1687104,-78.696567,"City of Lockport, NY 14094, United States of America"
Crystal Springs Ultra Races,"Aug 9, 2025","Wytheville, VA (USA)",38.4mi,36.9479966,-81.0869747,"Wytheville, VA 24382, United States of America"
6 Hours On Lover's Lane,"Aug 9, 2025","Chester, VT (USA)",6h 12h,43.2629706,-72.5945649,"Chester, Windsor County, VT 05143, United States of America"
Eastern States 100,"Aug 9, 2025","Waterville, PA (USA)",100mi,41.3097663,-77.3620998,"Waterville, Cummings Township, Pennsylvania, United States of America"
Sweltering Summer Ultra,"Aug 9, 2025","Pittsfield, MA (USA)",8h,42.4484778,-73.2541069,"Pittsfield, Massachusetts, United States of America"
MD Heat Trail Race,"Aug 9, 2025","Elkridge, MD (USA)",50k,39.2128338,-76.7137155,"Elkridge, Howard County, MD 21076, United States of America"
Jigger Johnson 50M/100K/100M,"Aug 15, 2025","Waterville valley, NH (USA)",50mi 100mi,43.9496312,-71.5056972,"Waterville Valley, Grafton County, NH 03215, United States of America"
TARC Summer Classic,"Aug 16, 2025","Medfield, MA (USA)",50k 40mi,42.1865609,-71.30546,"Medfield, MA 02052, United States of America"
Hook Mountain Ultra,"Aug 16, 2025","Upper Nyack, NY (USA)",50mi,41.1070404,-73.9201371,"Village of Upper Nyack, Clarkstown, New York, United States of America"
Fabulous Fahnestock Trail Races,"Aug 16, 2025","Cold Spring, NY (USA)",50k,41.4200938,-73.9545831,"Village of Cold Spring, Philipstown, New York, United States of America"
The Aliza Lapierre Fan Club 50k,"Aug 16, 2025","Richmond, VT (USA)",50k,44.4052143,-72.9930745,"Richmond, Chittenden County, VT 05477, United States of America"
Miner's Lady 8-Hour,"Aug 16, 2025","Harper's Ferry, WV (USA)",8h,39.3237651,-77.7309482,"Harper's Ferry General Store, 106 Potomac Street, Harpers Ferry, Jefferson County, WV 25425, United States of America"
Twisted Branch Trail Run,"Aug 16, 2025","Naples, NY (USA)",100k,42.6160647,-77.4030253,"Naples, Ontario County, NY 14512, United States of America"
Terrible Twelve,"Aug 23, 2025","Williamsburg, VA (USA)",12h,37.2708788,-76.7074042,"Williamsburg, Virginia, United States of America"
Winona Forest Backyard Ultra,"Aug 23, 2025","Mannsville, NY (USA)",Backyard,43.712846,-76.062701,"Village of Mannsville, Jefferson County, New York, United States of America"
Green Lakes Endurance Runs,"Aug 23, 2025","Fayetteville, NY (USA)",50k 100k 12h,43.0297887,-76.0043643,"Manlius, Village of Fayetteville, NY 13066, United States of America"
Moonlight on the Falls Distance Challenge,"Aug 23, 2025","Davis, WV (USA)",9h,39.1287273,-79.4647632,"Davis, Tucker County, West Virginia, United States of America"
Wild Turkey Trail Runs,"Aug 23, 2025","Fairmont, WV (USA)",50k 50mi,39.4850848,-80.1425781,"Fairmont, WV 26554, United States of America"
Firebird Trail Races,"Aug 23, 2025","Windham, ME (USA)",50k,43.7894155,-70.4083434,"Windham, ME 04062, United States of America"
Baker Trail UltraChallenge,"Aug 23, 2025","Pittsburgh, PA (USA)",50mi,40.4416941,-79.9900861,"Pittsburgh, Pennsylvania, United States of America"
One Mile With a Smile 12 Hour Endurance Run,"Aug 23, 2025","Chesapeake, VA (USA)",12h,36.7168315,-76.2494453,"Chesapeake, Virginia, United States of America"
Dirty Dozen 50K,"Aug 23, 2025","New York, NY (USA)",50k,40.7127281,-74.0060152,"New York, New York, United States of America"
Jug End Loop Ultra,"Aug 23, 2025","Egremont, MA (USA)",6h,42.1671269,-73.4439496,"Egremont, Massachusetts, United States of America"
Thacher Park Trail Running Festival,"Aug 24, 2025","Voorheesville, NY (USA)",50k,42.653967,-73.9287366,"Village of Voorheesville, New Scotland, NY 12186, United States of America"
"Sri Chinmoy Self-Transcendence 3,100 Mile Race","Aug 30, 2025","New York City, NY (USA)",3100mi,40.7127281,-74.0060152,"New York, New York, United States of America"
Black Bear Trail Races,"Aug 30, 2025","Waterville Valley, NH (USA)",50k,43.9496312,-71.5056972,"Waterville Valley, Grafton County, NH 03215, United States of America"
"Salt Springs Field, Forest & Falls","Aug 30, 2025","Franklin Forks, PA (USA)",50k,41.9181323,-75.8474145,"Franklin Forks, Franklin Township, Pennsylvania, United States of America"
Iron Mountain,"Aug 30, 2025","Damascus, VA (USA)",30mi 40mi 50mi,36.6350101,-81.7887841,"Damascus, Washington County, Virginia, United States of America"
Jay Peak Running Festival,"Aug 30, 2025","Jay Peak, VT (USA)",53.1k,44.9404007,-72.5034331,"Jay Peak Resort Golf Course, 830 Jay Peak Road, Jay, Orleans County, VT 05859, United States of America"
Labor Pain,"Aug 31, 2025","Reading, PA (USA)",12h,40.335345,-75.9279495,"Reading, Pennsylvania, United States of America"
Five Fields Farm Races,"Aug 31, 2025","Bridgton, ME (USA)",50k,44.0543839,-70.7088701,"Bridgton, ME 04009, United States of America"
TARC Fall Classic,"Sep 6, 2025","Carlisle, MA (USA)",50k 50mi,42.5292605,-71.3495035,"Carlisle, MA 01741, United States of America"
Pine Creek Challenge,"Sep 6, 2025","Wellsboro, PA (USA)",50mi 100k 100mi,41.7486838,-77.3005305,"Wellsboro, Tioga County, Pennsylvania, United States of America"
Cherry Hill Farm Ultra,"Sep 6, 2025","Gorham, ME (USA)",50k,43.6797334,-70.4429592,"Gorham, ME 04038, United States of America"
FallApple,"Sep 6, 2025","South Mountain Reservation, NJ (USA)",50k 50mi,40.7537118,-74.2954261,"South Mountain Reservation, Millburn, NJ 07041, United States of America"
Hurricane 100K,"Sep 6, 2025","Hurricane, WV (USA)",100k,38.4325896,-82.0201368,"Hurricane, West Virginia, United States of America"
Megunticook Trail Festival,"Sep 6, 2025","Camden, ME (USA)",50k,44.210265,-69.065552,"Camden, ME 04843, United States of America"
The Cross-Connecticut Run for Mental Health Awareness,"Sep 6, 2025","West Suffield, CT (USA)",56mi,41.9914521,-72.7014484,"West Suffield, Suffield, CT 06093, United States of America"
Odyssey Trail Running Rampage,"Sep 6, 2025","Millboro, VA (USA)",50k,37.9750266,-79.6028173,"Millboro, Bath County, VA 24466, United States of America"
Macedonia Trail Race,"Sep 7, 2025","Kent, CT (USA)",50k,41.7246894,-73.476921,"Kent, Connecticut, United States of America"
12 Hour - Adventure Trail Run,"Sep 13, 2025","Triangle, VA (USA)",12h,38.5451489,-77.3327425,"Triangle, Prince William County, VA 22172, United States of America"
Wilcox Wild,"Sep 13, 2025","Stony Creek, NY (USA)",50k,43.42425,-73.930092,"Stony Creek, Warren County, NY 12878, United States of America"
Musser Madness 6 Hour 12 Hour Endurance Races,"Sep 13, 2025","Pennsburg, PA (USA)",6h 12h,40.3909328,-75.4921249,"Pennsburg, Montgomery County, Pennsylvania, United States of America"
Rock 'N The Knob Trail Races at Blue Knob,"Sep 13, 2025","Claysburg, PA (USA)",50k,40.2967427,-78.449737,"Claysburg, Greenfield Township, PA 16682, United States of America"
Sherando Park Endurance Athletic Run 8 Hour Challenge,"Sep 13, 2025","Stephens City, VA (USA)",50k 8h,39.0832225,-78.2182851,"Stephens City, Virginia, United States of America"
Brookfield Classic,"Sep 13, 2025","Brookfield, NY (USA)",50k,42.8128488,-75.3176677,"Brookfield, Madison County, New York, United States of America"
Trails 4 Tails,"Sep 13, 2025","Hanover, PA (USA)",40mi,39.8005316,-76.9832568,"Hanover, Pennsylvania, United States of America"
Pawling 24 Hour Trail Running Festival,"Sep 13, 2025","Pawling, NY (USA)",6h 12h 24h,41.5618381,-73.6026148,"Pawling, Village of Pawling, NY 12564, United States of America"
Virgil Crest,"Sep 13, 2025","Cortland, NY (USA)",50k 50mi 100k 100mi,42.5842136,-76.0704906,"Cortland County, New York, United States of America"
Boulder Field 100,"Sep 13, 2025","Jim Thorpe, PA (USA)",50k 100k,40.8636074,-75.7386948,"Jim Thorpe, PA 18229, United States of America"
Shawangunk Ridge Trail (SRT) Run,"Sep 13, 2025","Rosendale, NY (USA)",30mi 70mi,41.8439818,-74.0820865,"Rosendale, Ulster County, New York, United States of America"
The Fools' Ultra: Revenge of Champy,"Sep 16, 2025","Crown Point, NY (USA)",50mi 100mi 226mi 420mi,43.950563,-73.43708,"Crown Point, Essex County, NY 12928, United States of America"
Sleigh Me 24 and 48 Hour Ultra,"Sep 19, 2025","Shortsville, NY (USA)",24h 48h,42.9559145,-77.2206913,"Village of Shortsville, Ontario County, New York, United States of America"
The Pemberton 24,"Sep 19, 2025","Salisbury, MD (USA)",24h,38.366027,-75.6009964,"Salisbury, Maryland, United States of America"
Grindstone Trail Running Festival by UTMB,"Sep 19, 2025","Augusta County, VA (USA)",50k 100k 100mi,38.1793809,-79.1525761,"Augusta County, Virginia, United States of America"
The Final Countdown - Tribute,"Sep 20, 2025","Martinsburg, WV (USA)",9h,39.4562528,-77.9639604,"Martinsburg, West Virginia, United States of America"
Wild Goose Trail Festival,"Sep 20, 2025","Hewitt, NJ (USA)",50k 50mi 100mi 36h,41.1417135,-74.3101927,"Hewitt, West Milford, NJ 10979, United States of America"
Kilkenny Ridge Race,"Sep 20, 2025","Stark, NH (USA)",50mi,44.6006705,-71.4076237,"Stark, Coös County, New Hampshire, United States of America"
Mountain Creek Mayhem,"Sep 21, 2025","Gardners, PA (USA)",50mi,40.0056483,-77.2069266,"Gardners, Tyrone Township, PA 17337, United States of America"
Angevine Farm Trail Festival,"Sep 21, 2025","Warren, CT (USA)",50k,41.7428733,-73.3487304,"Warren, CT 06754, United States of America"
Yeti 100 Mile Endurance Run,"Sep 26, 2025","Abingdon, VA (USA)",100mi,36.7104018,-81.975249,"Abingdon, VA 24212, United States of America"
Notchview Invitational,"Sep 27, 2025","Windsor, MA (USA)",50k 50mi 24h,42.5128826,-73.0588543,"Windsor, MA 01270, United States of America"
Ultra Trail DE,"Sep 27, 2025","Wilmington, DE (USA)",10h,39.7459468,-75.546589,"Wilmington, Delaware, United States of America"
Laurel Highlands Ultra - Fall Classic,"Sep 27, 2025","Ohiopyle, PA (USA)",50k,39.8699324,-79.4929336,"Ohiopyle, Fayette County, Pennsylvania, United States of America"
Parallel of Latitude 8 Hour Endurance Run,"Sep 27, 2025","Dryden, NY (USA)",8h,42.4909053,-76.2971553,"Dryden, Tompkins County, New York, United States of America"
MetroWest Backyard Ultra,"Sep 27, 2025","Needham, MA (USA)",Backyard,42.2802645,-71.2360624,"Needham, Massachusetts, United States of America"
Water Gap 50k,"Sep 27, 2025","Milford, PA (USA)",50k,41.322316,-74.8023882,"Milford, Pike County, Pennsylvania, United States of America"
Vermont 50,"Sep 28, 2025","Brownsville, VT (USA)",50k 50mi,43.4686825,-72.4709245,"West Windsor, Windsor County, VT 05037, United States of America"
Long Island 6 Hour 60th Birthday Celebration Run and Relay in Memory of Fred von der Heydt,"Sep 28, 2025","Babylon, NY (USA)",6h,40.6956552,-73.3256753,"Village of Babylon, NY 11702, United States of America"
IronHike Endurance Series - Fall,"Oct 2, 2025","Cornwall, CT (USA)",15mi 28mi 43mi 61mi,41.8437058,-73.3292848,"Cornwall, Connecticut, United States of America"
NJ Trail Series One Day,"Oct 2, 2025","Augusta, NJ (USA)",50k 6h 12h 24h 48h 72h,41.1289854,-74.72822,"Augusta, Frankford Township, NJ 07822, United States of America"
Red Barn Challenge,"Oct 3, 2025","Lykens, PA (USA)",6h 12h 24h,40.5667527,-76.700522,"Lykens, Dauphin County, Pennsylvania, United States of America"
Export 100 Trail Race,"Oct 4, 2025","Export, PA (USA)",100m,40.4181235,-79.625599,"Export, Westmoreland County, PA 15632, United States of America"
Quantico 24-Hour Walk/Run for Charity,"Oct 4, 2025","Quantico, VA (USA)",24h,38.5218802,-77.2911023,"Quantico, Prince William County, Virginia, United States of America"
Flutters and Foliage Endurance Run,"Oct 4, 2025","Cohoes, NY (USA)",6h,42.7742446,-73.7001187,"City of Cohoes, NY 12047, United States of America"
Oil Creek 100 Trail Runs,"Oct 4, 2025","Titusville, PA (USA)",50k 100k 100mi,41.6267519,-79.6761276,"Titusville, Pennsylvania, United States of America"
Bubba's Backyard Ultra,"Oct 4, 2025","Center Conway, NH (USA)",Backyard,43.9947926,-71.0609026,"Center Conway, Conway, NH 03813, United States of America"
Blues Cruise,"Oct 5, 2025","Reading, PA (USA)",50k,40.335345,-75.9279495,"Reading, Pennsylvania, United States of America"
KMT Fall Foliage Frenzy,"Oct 5, 2025","Montebello, NY (USA)",6h,41.1359287,-74.118477,"Village of Montebello, Ramapo, NY 10901, United States of America"
Buck 50,"Oct 5, 2025","Kattskill bay, NY (USA)",50k,43.4829549,-73.6365404,"Kattskill Bay, Cleverdale, Queensbury, NY 12844, United States of America"
Black Forest 100K,"Oct 5, 2025","North Bend, PA (USA)",100k,41.3500672,-77.702208,"North Bend, Chapman Township, PA 17760, United States of America"
Tesla Hertz Run,"Oct 10, 2025","Rocky Point, NY (USA)",50k 50mi 100k 100mi 150mi,40.9525987,-72.9253805,"Rocky Point, NY 11778, United States of America"
West Virginia Trilogy,"Oct 11, 2025","Circleville, WV (USA)",50k 50mi,38.6709481,-79.4911597,"Circleville, Pendleton County, WV 26804, United States of America"
Virginia Trail Running Festival,"Oct 11, 2025","Fries, VA (USA)",50mi 100mi,36.7162368,-80.9786923,"Fries, Grayson County, Virginia, United States of America"
Robin Ames Foundation Trail Races,"Oct 11, 2025","Bruceton Mills, WV (USA)",50k,39.6586918,-79.6411594,"Bruceton Mills, Preston County, West Virginia, United States of America"
Can Lake 50 Ultras,"Oct 11, 2025","Canandaigua, NY (USA)",50k 50mi,42.850682,-77.3191454,"Canandaigua, NY 14424, United States of America"
Hainesport Endurance Run,"Oct 11, 2025","Hainesport, NJ (USA)",100mi 12h 24h 48h,39.9837234,-74.8271081,"Hainesport Township, Burlington County, NJ 08036, United States of America"
Devil's Den Ultra,"Oct 11, 2025","Bradford, VT (USA)",12h 30h,43.9924278,-72.1294525,"Bradford, Orange County, VT 05033, United States of America"
Midstate Massive Ultra Trail,"Oct 11, 2025","New Ipswich, NH (USA)",30mi 50mi 100mi,42.7481421,-71.8542429,"New Ipswich, NH 03071, United States of America"
Forbidden Forest 30 Hour Ultra Run,"Oct 11, 2025","Stratford, CT (USA)",30h,41.1845415,-73.1331651,"Stratford, Connecticut, United States of America"
Rocky Gap 50k,"Oct 12, 2025","Flintstone, MD (USA)",50k,39.7031435,-78.5677936,"Flintstone, Allegany County, MD 21530, United States of America"
Rick O'Donnell Memorial Ultra Challenge,"Oct 12, 2025","Boonsboro, MD (USA)",4h 8h,39.506926,-77.6522171,"Boonsboro, MD 21713, United States of America"
Green Monster Trail Challenge,"Oct 12, 2025","Wellsboro, PA (USA)",50k,41.7486838,-77.3005305,"Wellsboro, Tioga County, Pennsylvania, United States of America"
BadgerPalooza,"Oct 17, 2025","Williamston, NJ (USA)",6h 12h 24h,40.16706,-74.49987,"New Jersey, United States of America"
Presque Isle Personal Endurance Classic,"Oct 18, 2025","Erie, PA (USA)",12h,42.1294712,-80.0852695,"Erie, Pennsylvania, United States of America"
Bivanna Trail Extravaganza,"Oct 18, 2025","Charlottesville, VA (USA)",40mi,38.029306,-78.4766781,"Charlottesville, Virginia, United States of America"
Nocturnal 12,"Oct 18, 2025","Greece, NY (USA)",12h,43.2581805,-77.6970101,"Greece, New York, United States of America"
Delaware Trail Fest,"Oct 18, 2025","Bear, DE (USA)",12h,39.6292788,-75.6582628,"Bear, New Castle County, DE 19702, United States of America"
MuleSkinner Endurance Races,"Oct 18, 2025","Upper Black Eddy, PA (USA)",50k 50mi,40.5653795,-75.099617,"Upper Black Eddy, Bridgeton Township, PA 08848, United States of America"
Piedmont 8 Hour Run,"Oct 18, 2025","Powhatan, VA (USA)",8h,37.5531622,-77.9112655,"Powhatan County, Virginia, United States of America"
Sinnemahone Ultra Marathon,"Oct 18, 2025","Emporium, PA (USA)",50k,41.5114521,-78.2352872,"Emporium, Cameron County, Pennsylvania, United States of America"
Ghost Train Trail Races,"Oct 18, 2025","Brookline, NH (USA)",100mi 30h,42.7348102,-71.6581267,"Brookline, NH 03033, United States of America"
Call of the Wilds Mountain Fest,"Oct 19, 2025","Waterville, PA (USA)",50k,41.3097663,-77.3620998,"Waterville, Cummings Township, Pennsylvania, United States of America"
Camp Lackawanna Trail Challenge,"Oct 25, 2025","Tunkhannock, PA (USA)",6h 12h,41.5385159,-75.946844,"Tunkhannock, PA 18657, United States of America"
Greensprings 24,"Oct 25, 2025","Williamsburg, VA (USA)",24h,37.2708788,-76.7074042,"Williamsburg, Virginia, United States of America"
Hot Mess Trail Races,"Oct 25, 2025","Pittsgrove, NJ (USA)",6h,39.528263,-75.131146,"Pittsgrove Township, New Jersey, United States of America"
WXT Ultra Trail Races,"Oct 25, 2025","Hopewell Township, NJ (USA)",50k,40.3435303,-74.8166318,"Hopewell Township, NJ 08560, United States of America"
Womp Romp,"Oct 25, 2025","Hingham, MA (USA)",50k,42.2417669,-70.8897676,"Hingham, MA 02043, United States of America"
Rim to River 100,"Oct 25, 2025","New River Gorge, WV (USA)",100mi,38.50038,-80.50009,"West Virginia, United States of America"
Tussey Mountainback,"Oct 25, 2025","Boalsburg, PA (USA)",50k 50mi 100mi,40.7756184,-77.7924992,"Boalsburg, Harris Township, PA 16827, United States of America"
Patapsco Valley 50K,"Oct 25, 2025","Baltimore, MD (USA)",50k,39.2908816,-76.610759,"Baltimore, Maryland, United States of America"
Big Brad Ultras,"Oct 26, 2025","Pownal, ME (USA)",50k 50mi,43.8922563,-70.1835179,"Pownal, ME 04069, United States of America"
TARC Stone Cat Trail Festival,"Nov 1, 2025","Ipswich, MA (USA)",50mi 100k,42.679273,-70.8411583,"Ipswich, MA 01938, United States of America"
Mountain Masochist Trail Run,"Nov 1, 2025","Lynchburg, VA (USA)",50k 50mi 100k,37.4137536,-79.1422464,"Lynchburg, Virginia, United States of America"
RUTFest,"Nov 1, 2025","Williston, VT (USA)",36h,44.4376099,-73.0682659,"Williston, Chittenden County, Vermont, United States of America"
Noland Trail 50K,"Nov 1, 2025","Newport News, VA (USA)",50k,36.9775016,-76.42977,"Newport News, Virginia, United States of America"
Fall Back Into The Trails 50k,"Nov 1, 2025","Lagrangeville, NY (USA)",50k 100k,41.6504465,-73.7642453,"Lagrangeville, La Grange, NY 12540, United States of America"
The Hamsterwheel,"Nov 1, 2025","New Boston, NH (USA)",6h 12h 24h 30h,42.9762688,-71.6928736,"New Boston, New Hampshire, United States of America"
Fire on the Mountain,"Nov 2, 2025","Flintstone, MD (USA)",50k,39.7031435,-78.5677936,"Flintstone, Allegany County, MD 21530, United States of America"
The Long Run - Fall Back,"Nov 2, 2025","Wind Gap, PA (USA)",6h,40.8481509,-75.2915694,"Wind Gap, Northampton County, Pennsylvania, United States of America"
Potomac Heritage Trail,"Nov 2, 2025","Washington, DC",50k,38.8950368,-77.0365427,"Washington, District of Columbia, United States of America"
8 Hours at the Farm,"Nov 2, 2025","Brookfield, CT (USA)",8h,41.4825947,-73.4095652,"Brookfield, CT 06804, United States of America"
Stone Mill 50M,"Nov 8, 2025","Montgomery Village, MD (USA)",50mi,39.1728015,-77.2033435,"Montgomery Village, MD 20886, United States of America"
Rosaryville Veterans Day 50k,"Nov 8, 2025","Upper Marlboro, MD (USA)",50k,38.8162451,-76.751708,"Upper Marlboro, MD 20792, United States of America"
Veterans Trail Festival (Resilient Service Members Classic),"Nov 8, 2025","Hookstown, PA (USA)",50k,40.5992324,-80.4728444,"Hookstown, Beaver County, Pennsylvania, United States of America"
Bold Coast Bash Trail Race,"Nov 9, 2025","Cutler, ME (USA)",50k,44.6573652,-67.2038307,"Cutler, ME 04626, United States of America"
Seven Trails Ultra Festival,"Nov 14, 2025","Damascus, VA (USA)",36h,36.6350101,-81.7887841,"Damascus, Washington County, Virginia, United States of America"
NYC Trail Mix,"Nov 15, 2025","Staten Island, NY (USA)",50k 50mi,40.5834557,-74.1496048,"New York, New York, United States of America"
Bound for the Hounds,"Nov 15, 2025","Shortsville, NY (USA)",6h,42.9559145,-77.2206913,"Village of Shortsville, Ontario County, New York, United States of America"
TARCkey Trot,"Nov 15, 2025","Lexington, MA (USA)",6h,42.4473175,-71.2245003,"Lexington, Massachusetts, United States of America"
JFK,"Nov 22, 2025","Boonsboro, MD (USA)",50mi,39.506926,-77.6522171,"Boonsboro, MD 21713, United States of America"
Mount Ascutney Vertical Backyard,"Nov 22, 2025","Brownsville, VT (USA)",Backyard,43.4686825,-72.4709245,"West Windsor, Windsor County, VT 05037, United States of America"
Fifth Street Cross - Black Friday 100,"Nov 28, 2025","Emmaus, PA (USA)",50k,40.5350165,-75.4918701,"Emmaus, PA 18049, United States of America"
Squatchy Leftovers Trail Race,"Nov 29, 2025","West Orange, NJ (USA)",50k,40.7987113,-74.2390353,"West Orange, NJ 07052, United States of America"
TARC Winter Classic,"Dec 6, 2025","Stoneham, MA (USA)",32mi,42.4802635,-71.0993581,"Stoneham, MA 02180, United States of America"
Tower Tag Challenge,"Dec 6, 2025","Hamden, CT (USA)",8h,41.3959302,-72.8968574,"Hamden, Connecticut, United States of America"
Krampuslauf,"Dec 6, 2025","Lyme, NH (USA)",9h,43.8103534,-72.1551022,"Lyme, Grafton County, New Hampshire, United States of America"
Dismal Swamp 100k & 50K,"Dec 6, 2025","Chesapeake, VA (USA)",50k,36.7168315,-76.2494453,"Chesapeake, Virginia, United States of America"
